threat_type,severity,confidence,alert_count,recommended_action,action_priority
normal,LOW,0.816574786590166,36,MONITOR,3
brute_force,MEDIUM,0.9244695987750852,22,RESET_PASSWORD,2
data_exfil,HIGH,0.6104985328812075,22,ESCALATE,1
data_exfil,MEDIUM,0.6742507678260407,39,BLOCK_IP,1
data_exfil,HIGH,0.9838384390230812,22,ESCALATE,1
ransomware,MEDIUM,0.7269750569717265,2,ISOLATE_HOST,1
ddos,MEDIUM,0.6881856066417559,22,ESCALATE,2
malware,MEDIUM,0.9766564655145047,25,ISOLATE_HOST,1
insider_threat,MEDIUM,0.8580168494437495,15,ESCALATE,1
ddos,MEDIUM,0.8824179610665595,39,ESCALATE,2
normal,MEDIUM,0.8293943782342716,6,ESCALATE,2
brute_force,LOW,0.8159827503577516,40,MONITOR,3
malware,LOW,0.7921396867711286,7,SCAN_SYSTEM,2
malware,LOW,0.7612471852695807,14,SCAN_SYSTEM,2
malware,MEDIUM,0.9489126192344794,1,ISOLATE_HOST,1
normal,HIGH,0.9091403974717711,39,ESCALATE,2
brute_force,LOW,0.70616458346601,22,MONITOR,3
brute_force,LOW,0.6837966791469728,11,MONITOR,3
insider_threat,MEDIUM,0.7123797628734692,5,ESCALATE,1
normal,HIGH,0.867956053694048,5,ESCALATE,2
brute_force,LOW,0.7276412005470886,35,MONITOR,3
malware,MEDIUM,0.9520644267381911,8,ISOLATE_HOST,1
normal,HIGH,0.6526551416289577,16,ESCALATE,2
brute_force,HIGH,0.7333137154389873,31,DISABLE_ACCOUNT,1
brute_force,MEDIUM,0.7798184715894356,41,RESET_PASSWORD,2
ransomware,LOW,0.6756486488161538,32,ESCALATE,2
normal,HIGH,0.97729589246839,38,ESCALATE,2
malware,HIGH,0.8232068410358522,12,ISOLATE_HOST,1
normal,LOW,0.872450278797947,32,MONITOR,3
insider_threat,MEDIUM,0.6978710632279534,23,ESCALATE,1
ransomware,MEDIUM,0.7279939532111799,17,ISOLATE_HOST,1
ransomware,LOW,0.9244028531781818,21,ESCALATE,2
normal,LOW,0.9239824738931395,48,MONITOR,3
ransomware,HIGH,0.6288948559455746,42,RESTORE_BACKUP,1
ddos,MEDIUM,0.6355064747216816,28,ESCALATE,2
ransomware,HIGH,0.8535157850644866,40,RESTORE_BACKUP,1
insider_threat,LOW,0.9743766493086163,28,ESCALATE,2
brute_force,MEDIUM,0.8145601052943845,44,RESET_PASSWORD,2
phishing,MEDIUM,0.8779011146902994,21,BLOCK_URL,2
ddos,HIGH,0.9822425744750227,37,ESCALATE,1
data_exfil,MEDIUM,0.9751522876779661,37,BLOCK_IP,1
brute_force,HIGH,0.9752919368803825,24,DISABLE_ACCOUNT,1
ddos,LOW,0.7547504360386532,29,ESCALATE,2
brute_force,MEDIUM,0.9434477189013756,26,RESET_PASSWORD,2
phishing,LOW,0.7573757695589352,21,BLOCK_URL,3
malware,HIGH,0.9226475905340222,10,ISOLATE_HOST,1
data_exfil,LOW,0.9040406704080874,22,ESCALATE,2
phishing,HIGH,0.8261777165254882,8,ESCALATE,1
malware,LOW,0.8613102022428382,35,SCAN_SYSTEM,2
malware,HIGH,0.9099558846310667,5,ISOLATE_HOST,1
ddos,MEDIUM,0.708793224514471,20,ESCALATE,2
malware,MEDIUM,0.8104797786455359,12,ISOLATE_HOST,1
data_exfil,LOW,0.9530503555749259,41,ESCALATE,2
data_exfil,HIGH,0.8427871017329699,15,ESCALATE,1
insider_threat,HIGH,0.7247381892735283,14,DISABLE_ACCOUNT,1
brute_force,LOW,0.6886190200624065,21,MONITOR,3
malware,MEDIUM,0.8928220926399018,5,ISOLATE_HOST,1
phishing,HIGH,0.9061678945255864,41,ESCALATE,1
ddos,HIGH,0.6575137221530788,22,ESCALATE,1
malware,LOW,0.6843643445647087,33,SCAN_SYSTEM,2
ransomware,HIGH,0.7806188642350472,38,RESTORE_BACKUP,1
ddos,MEDIUM,0.9181034962304836,7,ESCALATE,2
insider_threat,HIGH,0.7817998188273427,2,DISABLE_ACCOUNT,1
phishing,MEDIUM,0.8615089729619125,26,BLOCK_URL,2
ransomware,MEDIUM,0.6877063993610497,36,ISOLATE_HOST,1
normal,MEDIUM,0.733003570655617,29,ESCALATE,2
normal,HIGH,0.941845462942664,33,ESCALATE,2
insider_threat,HIGH,0.869370271476019,41,DISABLE_ACCOUNT,1
insider_threat,MEDIUM,0.7786389059427559,48,ESCALATE,1
ransomware,HIGH,0.9389899513766833,14,RESTORE_BACKUP,1
normal,MEDIUM,0.8826439801366031,26,ESCALATE,2
ransomware,LOW,0.7077939594646433,1,ESCALATE,2
insider_threat,MEDIUM,0.8664444455491237,46,ESCALATE,1
malware,LOW,0.6911083909151144,42,SCAN_SYSTEM,2
normal,HIGH,0.7079927723119983,34,ESCALATE,2
brute_force,MEDIUM,0.9840866290068802,11,RESET_PASSWORD,2
brute_force,LOW,0.6234214840192557,20,MONITOR,3
normal,MEDIUM,0.7608190327949669,26,ESCALATE,2
normal,MEDIUM,0.8975375370030569,39,ESCALATE,2
ransomware,LOW,0.6091812258668907,44,ESCALATE,2
insider_threat,HIGH,0.8478343752704025,18,DISABLE_ACCOUNT,1
phishing,HIGH,0.6423227069412757,47,ESCALATE,1
insider_threat,MEDIUM,0.7334026229491559,7,ESCALATE,1
brute_force,LOW,0.8090380985992136,27,MONITOR,3
ransomware,HIGH,0.8359754343499557,26,RESTORE_BACKUP,1
insider_threat,HIGH,0.7219760007242837,13,DISABLE_ACCOUNT,1
brute_force,MEDIUM,0.8862700758923856,47,RESET_PASSWORD,2
brute_force,HIGH,0.963212969875807,8,DISABLE_ACCOUNT,1
ransomware,LOW,0.9471140410237435,34,ESCALATE,2
insider_threat,LOW,0.889402054639038,33,ESCALATE,2
phishing,MEDIUM,0.7739657236560386,15,BLOCK_URL,2
ransomware,HIGH,0.7212521353344435,16,RESTORE_BACKUP,1
ransomware,HIGH,0.6749449532378007,48,RESTORE_BACKUP,1
phishing,HIGH,0.6616554441410734,48,ESCALATE,1
normal,HIGH,0.8812086841926852,2,ESCALATE,2
data_exfil,HIGH,0.9877822090013249,19,ESCALATE,1
ransomware,LOW,0.951951558319194,29,ESCALATE,2
ddos,MEDIUM,0.9606376068934352,11,ESCALATE,2
data_exfil,MEDIUM,0.9078181670292111,19,BLOCK_IP,1
ddos,LOW,0.6636645797628529,50,ESCALATE,2
insider_threat,HIGH,0.9735530868151188,41,DISABLE_ACCOUNT,1
normal,MEDIUM,0.9314805007573498,2,ESCALATE,2
malware,MEDIUM,0.8383574696349646,10,ISOLATE_HOST,1
normal,MEDIUM,0.6465151064582366,26,ESCALATE,2
ddos,MEDIUM,0.6589259699187,39,ESCALATE,2
brute_force,LOW,0.6643415530908784,3,MONITOR,3
insider_threat,LOW,0.8841598627543008,18,ESCALATE,2
phishing,HIGH,0.8015510093342046,12,ESCALATE,1
brute_force,LOW,0.6142266644015641,47,MONITOR,3
insider_threat,HIGH,0.7302474597346499,1,DISABLE_ACCOUNT,1
normal,MEDIUM,0.9590698104158524,10,ESCALATE,2
ransomware,MEDIUM,0.7300579074155429,40,ISOLATE_HOST,1
ransomware,HIGH,0.6397065402407515,43,RESTORE_BACKUP,1
phishing,HIGH,0.6220036679908202,46,ESCALATE,1
ransomware,MEDIUM,0.8890288153558925,39,ISOLATE_HOST,1
brute_force,MEDIUM,0.6290880998126986,49,RESET_PASSWORD,2
phishing,HIGH,0.6409117834325678,45,ESCALATE,1
data_exfil,MEDIUM,0.8574813697243522,50,BLOCK_IP,1
malware,LOW,0.6118554614124442,46,SCAN_SYSTEM,2
data_exfil,HIGH,0.7501365080748198,18,ESCALATE,1
malware,HIGH,0.8211133306394083,29,ISOLATE_HOST,1
phishing,HIGH,0.9205377003003876,10,ESCALATE,1
normal,MEDIUM,0.6499205135207823,8,ESCALATE,2
malware,LOW,0.9250232029216267,4,SCAN_SYSTEM,2
normal,HIGH,0.7662325128698283,20,ESCALATE,2
data_exfil,HIGH,0.8782727116275224,17,ESCALATE,1
insider_threat,LOW,0.8862818120978266,7,ESCALATE,2
ddos,LOW,0.8886109309674763,22,ESCALATE,2
malware,LOW,0.677890048483111,16,SCAN_SYSTEM,2
insider_threat,MEDIUM,0.902011306936964,33,ESCALATE,1
malware,MEDIUM,0.8131790477204843,44,ISOLATE_HOST,1
data_exfil,MEDIUM,0.7697640056952447,50,BLOCK_IP,1
ransomware,HIGH,0.8828331580899833,10,RESTORE_BACKUP,1
ddos,MEDIUM,0.9115910845080464,23,ESCALATE,2
malware,HIGH,0.8820534851044608,37,ISOLATE_HOST,1
insider_threat,HIGH,0.8780475526219029,3,DISABLE_ACCOUNT,1
data_exfil,MEDIUM,0.9008497421168196,16,BLOCK_IP,1
ddos,HIGH,0.8073339021152353,8,ESCALATE,1
phishing,HIGH,0.8399580931253314,4,ESCALATE,1
brute_force,HIGH,0.9453212010293097,9,DISABLE_ACCOUNT,1
phishing,HIGH,0.9759382968958195,11,ESCALATE,1
normal,HIGH,0.7084028236421006,12,ESCALATE,2
ddos,HIGH,0.9376528848313448,21,ESCALATE,1
insider_threat,LOW,0.7793081488738103,41,ESCALATE,2
ransomware,MEDIUM,0.6804811474024867,21,ISOLATE_HOST,1
phishing,LOW,0.9430165373565351,1,BLOCK_URL,3
data_exfil,LOW,0.7480663069922273,47,ESCALATE,2
phishing,LOW,0.7457613788491866,28,BLOCK_URL,3
insider_threat,LOW,0.7553926201476772,49,ESCALATE,2
insider_threat,HIGH,0.6622024104221094,3,DISABLE_ACCOUNT,1
malware,MEDIUM,0.7624366212359721,21,ISOLATE_HOST,1
data_exfil,HIGH,0.8699861340381276,46,ESCALATE,1
brute_force,HIGH,0.9838079792331472,39,DISABLE_ACCOUNT,1
data_exfil,HIGH,0.8151718474554814,44,ESCALATE,1
malware,HIGH,0.8341565923729032,32,ISOLATE_HOST,1
phishing,MEDIUM,0.9747559524261671,21,BLOCK_URL,2
data_exfil,MEDIUM,0.7126458088472866,12,BLOCK_IP,1
malware,HIGH,0.607061488870256,39,ISOLATE_HOST,1
ransomware,LOW,0.6785668579593114,38,ESCALATE,2
phishing,LOW,0.6565210401460053,23,BLOCK_URL,3
phishing,HIGH,0.7848158071723315,50,ESCALATE,1
data_exfil,LOW,0.836860489716389,19,ESCALATE,2
phishing,MEDIUM,0.6855599087320852,7,BLOCK_URL,2
data_exfil,MEDIUM,0.6543350398231129,10,BLOCK_IP,1
normal,HIGH,0.9580896476620291,30,ESCALATE,2
data_exfil,MEDIUM,0.7467561723768066,14,BLOCK_IP,1
brute_force,HIGH,0.7819079129274329,39,DISABLE_ACCOUNT,1
data_exfil,MEDIUM,0.6969175729794249,27,BLOCK_IP,1
phishing,MEDIUM,0.7075255338028374,35,BLOCK_URL,2
ransomware,LOW,0.7523963938505176,29,ESCALATE,2
normal,LOW,0.937600171760957,29,MONITOR,3
insider_threat,LOW,0.7008310208261278,36,ESCALATE,2
phishing,MEDIUM,0.733890088372015,49,BLOCK_URL,2
phishing,MEDIUM,0.9423460323922679,8,BLOCK_URL,2
data_exfil,LOW,0.8658079274722628,9,ESCALATE,2
malware,LOW,0.6237929260880127,20,SCAN_SYSTEM,2
phishing,MEDIUM,0.8195039744975333,7,BLOCK_URL,2
brute_force,HIGH,0.8317008219778526,17,DISABLE_ACCOUNT,1
ransomware,LOW,0.9464218680418359,41,ESCALATE,2
insider_threat,LOW,0.9845659231873298,26,ESCALATE,2
ransomware,LOW,0.7937748575203469,41,ESCALATE,2
malware,HIGH,0.8752155876738716,30,ISOLATE_HOST,1
phishing,MEDIUM,0.76176588997014,10,BLOCK_URL,2
normal,MEDIUM,0.8231332027837568,4,ESCALATE,2
ransomware,HIGH,0.8296400740082788,48,RESTORE_BACKUP,1
ransomware,HIGH,0.948898175444916,40,RESTORE_BACKUP,1
ddos,HIGH,0.6422382168752182,13,ESCALATE,1
insider_threat,HIGH,0.7183209182777542,44,DISABLE_ACCOUNT,1
malware,HIGH,0.6592653277018466,20,ISOLATE_HOST,1
normal,HIGH,0.8134665574535457,5,ESCALATE,2
brute_force,MEDIUM,0.9080262216514442,41,RESET_PASSWORD,2
data_exfil,HIGH,0.6477565944101373,24,ESCALATE,1
phishing,LOW,0.7021185139416348,10,BLOCK_URL,3
normal,LOW,0.912286000920451,10,MONITOR,3
insider_threat,HIGH,0.7272145010507185,42,DISABLE_ACCOUNT,1
phishing,LOW,0.7362160577057105,44,BLOCK_URL,3
brute_force,LOW,0.70125391326498,5,MONITOR,3
phishing,HIGH,0.7781119380192092,12,ESCALATE,1
insider_threat,MEDIUM,0.8318670622764519,41,ESCALATE,1
normal,LOW,0.8369251062514331,49,MONITOR,3
insider_threat,LOW,0.9288577955573686,49,ESCALATE,2
phishing,HIGH,0.7794377699677268,40,ESCALATE,1
malware,MEDIUM,0.9793543036166033,41,ISOLATE_HOST,1
ddos,MEDIUM,0.92241398773625,7,ESCALATE,2
brute_force,LOW,0.6753289857541869,33,MONITOR,3
data_exfil,MEDIUM,0.9007225753058767,14,BLOCK_IP,1
ransomware,LOW,0.6334759795657922,9,ESCALATE,2
phishing,HIGH,0.8043152215379245,9,ESCALATE,1
malware,LOW,0.7761268895608086,50,SCAN_SYSTEM,2
brute_force,HIGH,0.91206208201697,18,DISABLE_ACCOUNT,1
ddos,MEDIUM,0.8541505788460773,8,ESCALATE,2
ransomware,HIGH,0.9042712878913222,35,RESTORE_BACKUP,1
brute_force,MEDIUM,0.6605552438199336,1,RESET_PASSWORD,2
normal,LOW,0.9817650034107555,46,MONITOR,3
insider_threat,MEDIUM,0.6916082438966932,6,ESCALATE,1
ddos,HIGH,0.6939742776301069,38,ESCALATE,1
malware,HIGH,0.8664087137567502,18,ISOLATE_HOST,1
ddos,MEDIUM,0.804509983832455,10,ESCALATE,2
data_exfil,HIGH,0.6421911075940948,2,ESCALATE,1
phishing,LOW,0.9842670542173622,12,BLOCK_URL,3
malware,LOW,0.9634251328824943,25,SCAN_SYSTEM,2
data_exfil,MEDIUM,0.6568515619956738,41,BLOCK_IP,1
insider_threat,HIGH,0.7523248298965721,48,DISABLE_ACCOUNT,1
phishing,MEDIUM,0.7881876573428268,20,BLOCK_URL,2
ransomware,LOW,0.9624324354782042,31,ESCALATE,2
malware,HIGH,0.7363433480696769,39,ISOLATE_HOST,1
ddos,HIGH,0.7739982828617706,12,ESCALATE,1
phishing,MEDIUM,0.7243577687391236,19,BLOCK_URL,2
phishing,MEDIUM,0.8867581128231921,1,BLOCK_URL,2
normal,MEDIUM,0.88965860939682,32,ESCALATE,2
ddos,HIGH,0.9346527706601637,15,ESCALATE,1
phishing,MEDIUM,0.8591188464053159,9,BLOCK_URL,2
normal,LOW,0.837479312290131,18,MONITOR,3
brute_force,HIGH,0.6929564313261822,17,DISABLE_ACCOUNT,1
normal,LOW,0.9712702557504351,47,MONITOR,3
phishing,HIGH,0.8107171136338343,8,ESCALATE,1
brute_force,LOW,0.801724121394694,28,MONITOR,3
insider_threat,MEDIUM,0.6498637285659229,10,ESCALATE,1
ddos,HIGH,0.676627763780702,10,ESCALATE,1
phishing,HIGH,0.8345253839650647,12,ESCALATE,1
ddos,LOW,0.7448463719525035,33,ESCALATE,2
ddos,LOW,0.6466908211222572,7,ESCALATE,2
brute_force,LOW,0.6153148231078304,9,MONITOR,3
ransomware,HIGH,0.8670481378061556,27,RESTORE_BACKUP,1
ddos,HIGH,0.9190708025549714,3,ESCALATE,1
phishing,LOW,0.9490151029444021,9,BLOCK_URL,3
brute_force,HIGH,0.786903126375547,36,DISABLE_ACCOUNT,1
insider_threat,LOW,0.9163580699313308,41,ESCALATE,2
insider_threat,MEDIUM,0.6732533602679369,41,ESCALATE,1
malware,HIGH,0.8897701087881713,16,ISOLATE_HOST,1
normal,HIGH,0.9232168173943136,36,ESCALATE,2
normal,LOW,0.7300387093548839,13,MONITOR,3
insider_threat,HIGH,0.7991328603132102,25,DISABLE_ACCOUNT,1
ddos,LOW,0.778210206070855,41,ESCALATE,2
ddos,MEDIUM,0.8217922957293067,38,ESCALATE,2
normal,LOW,0.8043543879779829,30,MONITOR,3
ddos,MEDIUM,0.9116720760718355,25,ESCALATE,2
brute_force,LOW,0.6404238468564823,29,MONITOR,3
normal,MEDIUM,0.6466722631986276,44,ESCALATE,2
insider_threat,MEDIUM,0.8058994546576999,26,ESCALATE,1
data_exfil,HIGH,0.7953632729486049,24,ESCALATE,1
ransomware,LOW,0.9051890324430545,10,ESCALATE,2
ransomware,LOW,0.6663632266924593,43,ESCALATE,2
brute_force,HIGH,0.8777939675117137,32,DISABLE_ACCOUNT,1
insider_threat,HIGH,0.7975316178509861,11,DISABLE_ACCOUNT,1
ddos,LOW,0.932850254952096,27,ESCALATE,2
data_exfil,MEDIUM,0.7779113296675466,14,BLOCK_IP,1
ransomware,HIGH,0.7151739351573201,23,RESTORE_BACKUP,1
brute_force,HIGH,0.9773458402358138,9,DISABLE_ACCOUNT,1
malware,MEDIUM,0.9347837811998492,15,ISOLATE_HOST,1
data_exfil,MEDIUM,0.7507537316456891,35,BLOCK_IP,1
brute_force,LOW,0.7301945248301259,7,MONITOR,3
insider_threat,HIGH,0.8596808552921953,11,DISABLE_ACCOUNT,1
phishing,HIGH,0.6592595420667409,18,ESCALATE,1
normal,HIGH,0.6062804269386282,40,ESCALATE,2
ransomware,HIGH,0.7117242481011439,1,RESTORE_BACKUP,1
brute_force,MEDIUM,0.8559048764326844,24,RESET_PASSWORD,2
data_exfil,HIGH,0.7686240364831327,4,ESCALATE,1
phishing,HIGH,0.8533995513255246,10,ESCALATE,1
data_exfil,LOW,0.6913824856769493,15,ESCALATE,2
normal,HIGH,0.7847173517532879,37,ESCALATE,2
normal,HIGH,0.8776907288667741,37,ESCALATE,2
data_exfil,LOW,0.9814289207827913,11,ESCALATE,2
normal,MEDIUM,0.6350687909515833,46,ESCALATE,2
normal,HIGH,0.7814090446987902,25,ESCALATE,2
malware,HIGH,0.630752889500197,48,ISOLATE_HOST,1
data_exfil,MEDIUM,0.8313349264305419,45,BLOCK_IP,1
malware,HIGH,0.6206099005323472,42,ISOLATE_HOST,1
insider_threat,MEDIUM,0.919897712546516,32,ESCALATE,1
normal,MEDIUM,0.9828869654546365,33,ESCALATE,2
malware,LOW,0.6335394587071723,4,SCAN_SYSTEM,2
insider_threat,MEDIUM,0.9573798932991067,49,ESCALATE,1
data_exfil,MEDIUM,0.7423248402043141,3,BLOCK_IP,1
brute_force,MEDIUM,0.6552370937544195,44,RESET_PASSWORD,2
normal,LOW,0.7575266335996107,9,MONITOR,3
ddos,LOW,0.8256703031797245,25,ESCALATE,2
brute_force,HIGH,0.8019233758345974,45,DISABLE_ACCOUNT,1
phishing,HIGH,0.637166699470692,41,ESCALATE,1
ransomware,MEDIUM,0.7062318728313176,1,ISOLATE_HOST,1
data_exfil,LOW,0.7288209965895431,46,ESCALATE,2
ransomware,LOW,0.7922464744186102,19,ESCALATE,2
normal,HIGH,0.7491239909776479,26,ESCALATE,2
normal,HIGH,0.7898454425470778,31,ESCALATE,2
ddos,HIGH,0.6737882496046239,4,ESCALATE,1
phishing,HIGH,0.7988672207792915,35,ESCALATE,1
data_exfil,MEDIUM,0.7577543380168361,26,BLOCK_IP,1
ransomware,LOW,0.6530054581423385,48,ESCALATE,2
insider_threat,LOW,0.929385263053776,41,ESCALATE,2
brute_force,HIGH,0.9424717931598019,30,DISABLE_ACCOUNT,1
insider_threat,LOW,0.7855337210131608,12,ESCALATE,2
malware,LOW,0.9224490085598198,11,SCAN_SYSTEM,2
brute_force,LOW,0.8185481504489411,49,MONITOR,3
brute_force,MEDIUM,0.9679079586226664,39,RESET_PASSWORD,2
normal,MEDIUM,0.9362234065203288,42,ESCALATE,2
ddos,LOW,0.8718246691297113,43,ESCALATE,2
brute_force,MEDIUM,0.9735572669140592,15,RESET_PASSWORD,2
insider_threat,LOW,0.7418200160442542,13,ESCALATE,2
normal,LOW,0.7604489012301185,35,MONITOR,3
malware,MEDIUM,0.9205497009592346,25,ISOLATE_HOST,1
malware,LOW,0.7121715019927719,44,SCAN_SYSTEM,2
malware,LOW,0.8652859128573718,11,SCAN_SYSTEM,2
phishing,LOW,0.8001475158166159,37,BLOCK_URL,3
ransomware,MEDIUM,0.7136588238568112,46,ISOLATE_HOST,1
phishing,MEDIUM,0.6892448482244684,42,BLOCK_URL,2
data_exfil,LOW,0.696479949805576,32,ESCALATE,2
phishing,MEDIUM,0.8347304180454317,34,BLOCK_URL,2
insider_threat,MEDIUM,0.6173558036348663,41,ESCALATE,1
data_exfil,LOW,0.8413253096833597,8,ESCALATE,2
ransomware,MEDIUM,0.8387636516300229,14,ISOLATE_HOST,1
normal,LOW,0.6417226971293439,31,MONITOR,3
phishing,LOW,0.6002991219164197,27,BLOCK_URL,3
normal,LOW,0.7962529055674109,1,MONITOR,3
ransomware,HIGH,0.6918810608151651,7,RESTORE_BACKUP,1
malware,MEDIUM,0.7699499869804827,34,ISOLATE_HOST,1
data_exfil,LOW,0.9670817707973882,36,ESCALATE,2
normal,MEDIUM,0.7470866613003209,22,ESCALATE,2
malware,HIGH,0.8974486183939487,1,ISOLATE_HOST,1
ransomware,LOW,0.628775658086782,48,ESCALATE,2
phishing,HIGH,0.8985727071467341,1,ESCALATE,1
ddos,MEDIUM,0.7008902354516208,4,ESCALATE,2
ransomware,MEDIUM,0.6408588344576908,21,ISOLATE_HOST,1
ddos,HIGH,0.8387180842993279,27,ESCALATE,1
ddos,MEDIUM,0.6933732219477341,27,ESCALATE,2
malware,HIGH,0.8865046176409005,10,ISOLATE_HOST,1
data_exfil,HIGH,0.8460896542617657,2,ESCALATE,1
malware,LOW,0.6371683341132495,29,SCAN_SYSTEM,2
brute_force,LOW,0.7552783581552971,33,MONITOR,3
normal,HIGH,0.6502108579067447,35,ESCALATE,2
brute_force,LOW,0.9238328528109955,28,MONITOR,3
brute_force,MEDIUM,0.8446493314263335,10,RESET_PASSWORD,2
phishing,MEDIUM,0.6262449665549562,38,BLOCK_URL,2
ddos,HIGH,0.7790666399655539,27,ESCALATE,1
brute_force,LOW,0.9759093518438315,22,MONITOR,3
ddos,HIGH,0.7651112310468743,24,ESCALATE,1
ransomware,LOW,0.9051951439406352,10,ESCALATE,2
insider_threat,HIGH,0.9523891487687252,30,DISABLE_ACCOUNT,1
phishing,LOW,0.661284095223978,8,BLOCK_URL,3
malware,LOW,0.8631777688114226,25,SCAN_SYSTEM,2
phishing,MEDIUM,0.6877265997983935,31,BLOCK_URL,2
phishing,HIGH,0.6664813169615877,42,ESCALATE,1
brute_force,LOW,0.8981107851626353,31,MONITOR,3
normal,HIGH,0.7473828514559411,28,ESCALATE,2
brute_force,LOW,0.945552260973356,7,MONITOR,3
brute_force,MEDIUM,0.6685135286686033,31,RESET_PASSWORD,2
malware,HIGH,0.8186633587497708,20,ISOLATE_HOST,1
phishing,HIGH,0.82421349016908,11,ESCALATE,1
malware,LOW,0.6654462394651052,43,SCAN_SYSTEM,2
ransomware,MEDIUM,0.6068402685771085,27,ISOLATE_HOST,1
phishing,LOW,0.9541589996071038,37,BLOCK_URL,3
phishing,MEDIUM,0.8683115252145033,1,BLOCK_URL,2
normal,LOW,0.8644923102670181,46,MONITOR,3
malware,HIGH,0.7875207691515846,3,ISOLATE_HOST,1
insider_threat,HIGH,0.6651285597070155,8,DISABLE_ACCOUNT,1
brute_force,LOW,0.7261647622123849,17,MONITOR,3
data_exfil,MEDIUM,0.808947939846144,14,BLOCK_IP,1
ransomware,LOW,0.7269536651330855,28,ESCALATE,2
insider_threat,LOW,0.9104235790708969,33,ESCALATE,2
brute_force,HIGH,0.8836267746983787,13,DISABLE_ACCOUNT,1
insider_threat,HIGH,0.655973080884359,45,DISABLE_ACCOUNT,1
ddos,HIGH,0.6751095808583858,32,ESCALATE,1
brute_force,LOW,0.6779288010116364,32,MONITOR,3
brute_force,MEDIUM,0.9794774986139084,42,RESET_PASSWORD,2
normal,LOW,0.8634029321726848,25,MONITOR,3
normal,MEDIUM,0.9161545525469086,26,ESCALATE,2
ransomware,LOW,0.9322196178973794,45,ESCALATE,2
data_exfil,HIGH,0.8178645140266719,39,ESCALATE,1
phishing,MEDIUM,0.8806856792604706,28,BLOCK_URL,2
data_exfil,HIGH,0.6060467550227895,28,ESCALATE,1
ddos,HIGH,0.8538194772422365,13,ESCALATE,1
data_exfil,LOW,0.890583966660649,41,ESCALATE,2
brute_force,LOW,0.8691376221274443,7,MONITOR,3
ddos,HIGH,0.7584421441416379,24,ESCALATE,1
brute_force,HIGH,0.8553288034031725,6,DISABLE_ACCOUNT,1
ddos,MEDIUM,0.8539538786204802,50,ESCALATE,2
malware,LOW,0.9361296689100722,14,SCAN_SYSTEM,2
malware,MEDIUM,0.6390918143830667,28,ISOLATE_HOST,1
brute_force,LOW,0.9574755417920737,29,MONITOR,3
normal,MEDIUM,0.9696939010232469,35,ESCALATE,2
brute_force,MEDIUM,0.775010969321077,22,RESET_PASSWORD,2
insider_threat,LOW,0.9443690388975472,21,ESCALATE,2
insider_threat,HIGH,0.9716998712928031,27,DISABLE_ACCOUNT,1
normal,HIGH,0.7639562211022259,40,ESCALATE,2
ransomware,LOW,0.774327746191366,10,ESCALATE,2
malware,LOW,0.9594952585251348,48,SCAN_SYSTEM,2
ransomware,LOW,0.7461858948490764,21,ESCALATE,2
phishing,LOW,0.841180879788835,9,BLOCK_URL,3
brute_force,MEDIUM,0.7109352464721624,37,RESET_PASSWORD,2
malware,LOW,0.9836767556627388,4,SCAN_SYSTEM,2
brute_force,LOW,0.8746868011072009,27,MONITOR,3
normal,LOW,0.712949484559723,10,MONITOR,3
data_exfil,HIGH,0.6652324792471704,43,ESCALATE,1
normal,LOW,0.8570148033438771,23,MONITOR,3
normal,HIGH,0.6967337729139207,28,ESCALATE,2
malware,HIGH,0.6446580581439495,33,ISOLATE_HOST,1
phishing,HIGH,0.9896456509429643,19,ESCALATE,1
normal,LOW,0.7374612267552885,35,MONITOR,3
malware,HIGH,0.7675097219579052,9,ISOLATE_HOST,1
brute_force,LOW,0.6484304405148432,16,MONITOR,3
data_exfil,LOW,0.6534282132564745,18,ESCALATE,2
malware,HIGH,0.6060906725473255,43,ISOLATE_HOST,1
data_exfil,MEDIUM,0.9130552158040852,40,BLOCK_IP,1
insider_threat,LOW,0.7549151645508083,50,ESCALATE,2
normal,MEDIUM,0.6687978666198693,18,ESCALATE,2
ddos,MEDIUM,0.880917230009304,30,ESCALATE,2
phishing,HIGH,0.781396649020222,45,ESCALATE,1
ransomware,LOW,0.6128890769254577,8,ESCALATE,2
phishing,MEDIUM,0.7984952272487653,7,BLOCK_URL,2
ddos,LOW,0.8695488387783503,19,ESCALATE,2
insider_threat,HIGH,0.8375375627826943,7,DISABLE_ACCOUNT,1
brute_force,HIGH,0.8167273793003603,36,DISABLE_ACCOUNT,1
normal,HIGH,0.7089733206621333,18,ESCALATE,2
brute_force,MEDIUM,0.9867563978701316,43,RESET_PASSWORD,2
ransomware,LOW,0.6757562914013405,1,ESCALATE,2
malware,MEDIUM,0.924846630436958,11,ISOLATE_HOST,1
malware,MEDIUM,0.693514789675687,2,ISOLATE_HOST,1
data_exfil,HIGH,0.6429780997651013,10,ESCALATE,1
data_exfil,LOW,0.6872175999909047,31,ESCALATE,2
data_exfil,MEDIUM,0.9197171476939351,6,BLOCK_IP,1
ddos,MEDIUM,0.7230906190557005,16,ESCALATE,2
insider_threat,HIGH,0.6166838401289494,50,DISABLE_ACCOUNT,1
brute_force,LOW,0.9362612511114945,24,MONITOR,3
data_exfil,MEDIUM,0.8705650192344505,20,BLOCK_IP,1
phishing,HIGH,0.7250798844535399,10,ESCALATE,1
ddos,MEDIUM,0.8359827357019903,15,ESCALATE,2
malware,LOW,0.7768414792423106,46,SCAN_SYSTEM,2
