alert1_ip,alert2_ip,time_diff_minutes,threat_type,correlation_text,should_correlate
192.168.9.226,192.168.5.226,79,ddos,Unique threat pattern at 192.168.9.226 no correlation,0
192.168.4.176,192.168.9.76,111,ddos,Single point ddos detection at 192.168.4.176 independent,0
192.168.5.76,192.168.5.26,2,ddos,Failed login from 192.168.5.76 followed by failed login from 192.168.5.26 within 2 minutes,1
192.168.1.126,192.168.3.126,101,ddos,Single point ddos detection at 192.168.1.126 independent,0
192.168.4.51,192.168.1.1,64,ddos,Single point ddos detection at 192.168.4.51 independent,0
192.168.1.151,192.168.1.176,4,ddos,Multiple ddos attacks: 192.168.1.151 -> 192.168.1.176 with common pattern,1
192.168.4.176,192.168.5.76,31,ddos,ddos attack from 192.168.4.176 unrelated to other incidents,0
192.168.7.51,192.168.8.226,67,ddos,Single user bob at 192.168.7.51 suspicious activity standalone,0
192.168.3.126,192.168.3.126,2,ddos,"user1 at 192.168.3.126 attempted data access, then alice at 192.168.3.126 accessed same resource",1
192.168.7.101,192.168.7.226,4,ddos,Alert streak: ddos detected at 192.168.7.101 and 192.168.7.226 in 5-min window,1
192.168.2.226,192.168.2.126,1,ddos,"eve at 192.168.2.226 attempted data access, then charlie at 192.168.2.126 accessed same resource",1
192.168.1.151,192.168.1.126,1,ddos,"user1 at 192.168.1.151 attempted data access, then user2 at 192.168.1.126 accessed same resource",1
192.168.5.51,192.168.5.226,4,ddos,"eve at 192.168.5.51 attempted data access, then admin at 192.168.5.226 accessed same resource",1
192.168.2.151,192.168.3.51,109,ddos,Unique threat pattern at 192.168.2.151 no correlation,0
192.168.5.1,192.168.7.51,36,ddos,Single point ddos detection at 192.168.5.1 independent,0
192.168.6.26,192.168.4.126,99,ddos,Single point ddos detection at 192.168.6.26 independent,0
192.168.2.201,192.168.2.26,4,ddos,Correlated threat: ddos activity from 192.168.2.201 and 192.168.2.26 same source network,1
192.168.5.126,192.168.5.26,3,ddos,Correlated threat: ddos activity from 192.168.5.126 and 192.168.5.26 same source network,1
192.168.8.26,192.168.6.51,90,ddos,ddos attack from 192.168.8.26 unrelated to other incidents,0
192.168.5.26,192.168.5.151,4,ddos,"user1 at 192.168.5.26 attempted data access, then user2 at 192.168.5.151 accessed same resource",1
192.168.7.201,192.168.8.151,45,ddos,Single point ddos detection at 192.168.7.201 independent,0
192.168.6.51,192.168.6.26,2,ddos,"alice at 192.168.6.51 attempted data access, then admin at 192.168.6.26 accessed same resource",1
192.168.5.226,192.168.5.1,5,ddos,"user2 at 192.168.5.226 attempted data access, then eve at 192.168.5.1 accessed same resource",1
192.168.7.126,192.168.6.76,39,ddos,Single point ddos detection at 192.168.7.126 independent,0
192.168.5.176,192.168.2.1,37,ddos,ddos attack from 192.168.5.176 unrelated to other incidents,0
192.168.8.201,192.168.8.126,5,ddos,Alert streak: ddos detected at 192.168.8.201 and 192.168.8.126 in 5-min window,1
192.168.3.151,192.168.3.101,3,ddos,Alert streak: ddos detected at 192.168.3.151 and 192.168.3.101 in 5-min window,1
192.168.1.101,192.168.7.176,94,ddos,Isolated ddos from 192.168.1.101 not related to other activity,0
192.168.8.151,192.168.4.1,50,ddos,Unique threat pattern at 192.168.8.151 no correlation,0
192.168.2.101,192.168.2.176,1,ddos,Multiple ddos attacks: 192.168.2.101 -> 192.168.2.176 with common pattern,1
