alert1_ip,alert2_ip,time_diff_minutes,threat_type,correlation_text,should_correlate
192.168.5.101,192.168.5.201,1,phishing,Correlated threat: phishing activity from 192.168.5.101 and 192.168.5.201 same source network,1
192.168.8.201,192.168.1.176,111,phishing,Single point phishing detection at 192.168.8.201 independent,0
192.168.5.151,192.168.1.76,89,phishing,Isolated phishing from 192.168.5.151 not related to other activity,0
192.168.1.101,192.168.3.101,73,phishing,Single point phishing detection at 192.168.1.101 independent,0
192.168.2.151,192.168.4.1,119,phishing,Single point phishing detection at 192.168.2.151 independent,0
192.168.9.126,192.168.9.126,4,phishing,Multiple phishing attacks: 192.168.9.126 -> 192.168.9.126 with common pattern,1
192.168.6.226,192.168.6.151,5,phishing,Alert streak: phishing detected at 192.168.6.226 and 192.168.6.151 in 5-min window,1
192.168.6.76,192.168.6.201,2,phishing,"user1 at 192.168.6.76 attempted data access, then bob at 192.168.6.201 accessed same resource",1
192.168.5.51,192.168.8.176,103,phishing,Single user charlie at 192.168.5.51 suspicious activity standalone,0
192.168.6.26,192.168.9.176,46,phishing,Single point phishing detection at 192.168.6.26 independent,0
192.168.9.26,192.168.2.76,91,phishing,phishing attack from 192.168.9.26 unrelated to other incidents,0
192.168.3.201,192.168.3.201,4,phishing,Multiple phishing attacks: 192.168.3.201 -> 192.168.3.201 with common pattern,1
192.168.8.126,192.168.7.101,53,phishing,Unique threat pattern at 192.168.8.126 no correlation,0
192.168.8.26,192.168.8.26,3,phishing,Alert streak: phishing detected at 192.168.8.26 and 192.168.8.26 in 5-min window,1
192.168.3.176,192.168.3.126,2,phishing,Multiple phishing attacks: 192.168.3.176 -> 192.168.3.126 with common pattern,1
192.168.4.126,192.168.4.201,5,phishing,Failed login from 192.168.4.126 followed by failed login from 192.168.4.201 within 2 minutes,1
192.168.1.51,192.168.1.151,5,phishing,Failed login from 192.168.1.51 followed by failed login from 192.168.1.151 within 2 minutes,1
192.168.9.51,192.168.9.176,3,phishing,"bob at 192.168.9.51 attempted data access, then user1 at 192.168.9.176 accessed same resource",1
192.168.8.176,192.168.4.151,86,phishing,Isolated phishing from 192.168.8.176 not related to other activity,0
192.168.9.226,192.168.9.51,1,phishing,"admin at 192.168.9.226 attempted data access, then bob at 192.168.9.51 accessed same resource",1
192.168.7.126,192.168.8.1,38,phishing,Single user charlie at 192.168.7.126 suspicious activity standalone,0
192.168.8.176,192.168.8.51,2,phishing,"charlie at 192.168.8.176 attempted data access, then charlie at 192.168.8.51 accessed same resource",1
192.168.7.1,192.168.7.51,2,phishing,Alert streak: phishing detected at 192.168.7.1 and 192.168.7.51 in 5-min window,1
192.168.6.101,192.168.7.176,40,phishing,Isolated phishing from 192.168.6.101 not related to other activity,0
192.168.1.1,192.168.7.126,31,phishing,Unique threat pattern at 192.168.1.1 no correlation,0
192.168.4.151,192.168.4.26,5,phishing,"user2 at 192.168.4.151 attempted data access, then user1 at 192.168.4.26 accessed same resource",1
192.168.7.226,192.168.7.101,3,phishing,"admin at 192.168.7.226 attempted data access, then user2 at 192.168.7.101 accessed same resource",1
192.168.2.151,192.168.2.1,4,phishing,"eve at 192.168.2.151 attempted data access, then david at 192.168.2.1 accessed same resource",1
192.168.3.1,192.168.9.176,103,phishing,Single user eve at 192.168.3.1 suspicious activity standalone,0
