alert1_ip,alert2_ip,time_diff_minutes,threat_type,correlation_text,should_correlate
192.168.9.176,192.168.9.51,1,ransomware,"eve at 192.168.9.176 attempted data access, then user2 at 192.168.9.51 accessed same resource",1
192.168.5.226,192.168.5.51,1,ransomware,"alice at 192.168.5.226 attempted data access, then david at 192.168.5.51 accessed same resource",1
192.168.3.151,192.168.3.226,2,ransomware,"admin at 192.168.3.151 attempted data access, then user2 at 192.168.3.226 accessed same resource",1
192.168.7.101,192.168.7.126,1,ransomware,Correlated threat: ransomware activity from 192.168.7.101 and 192.168.7.126 same source network,1
192.168.2.101,192.168.2.1,4,ransomware,Correlated threat: ransomware activity from 192.168.2.101 and 192.168.2.1 same source network,1
192.168.5.201,192.168.1.176,85,ransomware,Single point ransomware detection at 192.168.5.201 independent,0
192.168.6.126,192.168.6.101,2,ransomware,"user1 at 192.168.6.126 attempted data access, then admin at 192.168.6.101 accessed same resource",1
192.168.6.101,192.168.4.51,103,ransomware,Single user alice at 192.168.6.101 suspicious activity standalone,0
192.168.1.151,192.168.7.226,116,ransomware,Single point ransomware detection at 192.168.1.151 independent,0
192.168.1.201,192.168.5.76,76,ransomware,Single user eve at 192.168.1.201 suspicious activity standalone,0
192.168.3.51,192.168.6.226,75,ransomware,Isolated ransomware from 192.168.3.51 not related to other activity,0
192.168.3.76,192.168.8.201,58,ransomware,Unique threat pattern at 192.168.3.76 no correlation,0
192.168.6.176,192.168.7.201,91,ransomware,Single user admin at 192.168.6.176 suspicious activity standalone,0
192.168.3.76,192.168.6.51,96,ransomware,ransomware attack from 192.168.3.76 unrelated to other incidents,0
192.168.8.101,192.168.8.126,1,ransomware,Correlated threat: ransomware activity from 192.168.8.101 and 192.168.8.126 same source network,1
192.168.2.176,192.168.2.51,3,ransomware,Alert streak: ransomware detected at 192.168.2.176 and 192.168.2.51 in 5-min window,1
192.168.3.101,192.168.4.26,97,ransomware,Single user admin at 192.168.3.101 suspicious activity standalone,0
192.168.1.126,192.168.1.176,1,ransomware,Failed login from 192.168.1.126 followed by failed login from 192.168.1.176 within 2 minutes,1
192.168.6.151,192.168.6.176,3,ransomware,Failed login from 192.168.6.151 followed by failed login from 192.168.6.176 within 2 minutes,1
192.168.3.26,192.168.3.101,1,ransomware,Multiple ransomware attacks: 192.168.3.26 -> 192.168.3.101 with common pattern,1
192.168.6.226,192.168.8.76,90,ransomware,Unique threat pattern at 192.168.6.226 no correlation,0
192.168.5.201,192.168.2.201,89,ransomware,Single point ransomware detection at 192.168.5.201 independent,0
192.168.3.126,192.168.9.51,64,ransomware,ransomware attack from 192.168.3.126 unrelated to other incidents,0
192.168.3.26,192.168.9.101,30,ransomware,ransomware attack from 192.168.3.26 unrelated to other incidents,0
192.168.5.1,192.168.5.151,2,ransomware,Failed login from 192.168.5.1 followed by failed login from 192.168.5.151 within 2 minutes,1
192.168.3.1,192.168.3.226,4,ransomware,Alert streak: ransomware detected at 192.168.3.1 and 192.168.3.226 in 5-min window,1
192.168.7.51,192.168.4.51,87,ransomware,ransomware attack from 192.168.7.51 unrelated to other incidents,0
192.168.4.176,192.168.4.176,5,ransomware,Failed login from 192.168.4.176 followed by failed login from 192.168.4.176 within 2 minutes,1
192.168.3.151,192.168.7.101,84,ransomware,Single user eve at 192.168.3.151 suspicious activity standalone,0
192.168.5.201,192.168.1.151,89,ransomware,Single point ransomware detection at 192.168.5.201 independent,0
192.168.5.26,192.168.5.201,2,ransomware,"user2 at 192.168.5.26 attempted data access, then david at 192.168.5.201 accessed same resource",1
192.168.8.101,192.168.3.126,62,ransomware,Isolated ransomware from 192.168.8.101 not related to other activity,0
192.168.6.51,192.168.8.126,100,ransomware,Unique threat pattern at 192.168.6.51 no correlation,0
192.168.1.51,192.168.1.26,3,ransomware,Alert streak: ransomware detected at 192.168.1.51 and 192.168.1.26 in 5-min window,1
192.168.4.126,192.168.6.1,116,ransomware,ransomware attack from 192.168.4.126 unrelated to other incidents,0
192.168.4.201,192.168.4.51,4,ransomware,Multiple ransomware attacks: 192.168.4.201 -> 192.168.4.51 with common pattern,1
192.168.9.126,192.168.3.201,98,ransomware,Single user charlie at 192.168.9.126 suspicious activity standalone,0
