alert1_ip,alert2_ip,time_diff_minutes,threat_type,correlation_text,should_correlate
192.168.6.76,192.168.2.126,76,data_exfil,Single point data_exfil detection at 192.168.6.76 independent,0
192.168.1.1,192.168.4.76,99,data_exfil,data_exfil attack from 192.168.1.1 unrelated to other incidents,0
192.168.8.1,192.168.8.126,5,data_exfil,Alert streak: data_exfil detected at 192.168.8.1 and 192.168.8.126 in 5-min window,1
192.168.7.226,192.168.4.151,39,data_exfil,Unique threat pattern at 192.168.7.226 no correlation,0
192.168.2.126,192.168.5.51,81,data_exfil,Single point data_exfil detection at 192.168.2.126 independent,0
192.168.3.126,192.168.3.51,2,data_exfil,"bob at 192.168.3.126 attempted data access, then david at 192.168.3.51 accessed same resource",1
192.168.1.176,192.168.1.26,4,data_exfil,Failed login from 192.168.1.176 followed by failed login from 192.168.1.26 within 2 minutes,1
192.168.6.76,192.168.1.126,83,data_exfil,Single point data_exfil detection at 192.168.6.76 independent,0
192.168.7.26,192.168.7.226,5,data_exfil,Failed login from 192.168.7.26 followed by failed login from 192.168.7.226 within 2 minutes,1
192.168.3.226,192.168.2.101,65,data_exfil,data_exfil attack from 192.168.3.226 unrelated to other incidents,0
192.168.3.26,192.168.8.1,35,data_exfil,data_exfil attack from 192.168.3.26 unrelated to other incidents,0
192.168.3.76,192.168.4.26,41,data_exfil,data_exfil attack from 192.168.3.76 unrelated to other incidents,0
192.168.8.226,192.168.1.126,94,data_exfil,Single point data_exfil detection at 192.168.8.226 independent,0
192.168.2.51,192.168.2.126,5,data_exfil,Multiple data_exfil attacks: 192.168.2.51 -> 192.168.2.126 with common pattern,1
192.168.9.176,192.168.1.201,34,data_exfil,Unique threat pattern at 192.168.9.176 no correlation,0
192.168.8.51,192.168.4.201,84,data_exfil,Single point data_exfil detection at 192.168.8.51 independent,0
192.168.1.51,192.168.1.201,4,data_exfil,Failed login from 192.168.1.51 followed by failed login from 192.168.1.201 within 2 minutes,1
192.168.7.51,192.168.7.226,2,data_exfil,Alert streak: data_exfil detected at 192.168.7.51 and 192.168.7.226 in 5-min window,1
192.168.3.1,192.168.2.176,42,data_exfil,Unique threat pattern at 192.168.3.1 no correlation,0
192.168.1.101,192.168.1.51,1,data_exfil,Alert streak: data_exfil detected at 192.168.1.101 and 192.168.1.51 in 5-min window,1
192.168.2.126,192.168.9.151,93,data_exfil,Single point data_exfil detection at 192.168.2.126 independent,0
192.168.3.151,192.168.3.151,4,data_exfil,Multiple data_exfil attacks: 192.168.3.151 -> 192.168.3.151 with common pattern,1
192.168.8.76,192.168.5.26,53,data_exfil,Unique threat pattern at 192.168.8.76 no correlation,0
192.168.8.76,192.168.8.51,1,data_exfil,Correlated threat: data_exfil activity from 192.168.8.76 and 192.168.8.51 same source network,1
192.168.9.226,192.168.9.226,4,data_exfil,Multiple data_exfil attacks: 192.168.9.226 -> 192.168.9.226 with common pattern,1
192.168.8.201,192.168.1.1,110,data_exfil,Single user eve at 192.168.8.201 suspicious activity standalone,0
192.168.1.51,192.168.2.101,93,data_exfil,Single point data_exfil detection at 192.168.1.51 independent,0
192.168.9.51,192.168.8.1,83,data_exfil,Single point data_exfil detection at 192.168.9.51 independent,0
192.168.8.176,192.168.1.176,56,data_exfil,Unique threat pattern at 192.168.8.176 no correlation,0
192.168.9.76,192.168.9.51,5,data_exfil,Correlated threat: data_exfil activity from 192.168.9.76 and 192.168.9.51 same source network,1
192.168.5.26,192.168.7.201,79,data_exfil,data_exfil attack from 192.168.5.26 unrelated to other incidents,0
192.168.6.51,192.168.6.201,2,data_exfil,Multiple data_exfil attacks: 192.168.6.51 -> 192.168.6.201 with common pattern,1
192.168.4.226,192.168.5.101,72,data_exfil,data_exfil attack from 192.168.4.226 unrelated to other incidents,0
192.168.8.51,192.168.8.1,2,data_exfil,"user1 at 192.168.8.51 attempted data access, then alice at 192.168.8.1 accessed same resource",1
192.168.3.126,192.168.3.1,4,data_exfil,Failed login from 192.168.3.126 followed by failed login from 192.168.3.1 within 2 minutes,1
192.168.9.176,192.168.7.201,117,data_exfil,data_exfil attack from 192.168.9.176 unrelated to other incidents,0
192.168.5.201,192.168.7.226,82,data_exfil,data_exfil attack from 192.168.5.201 unrelated to other incidents,0
192.168.8.26,192.168.5.151,37,data_exfil,Unique threat pattern at 192.168.8.26 no correlation,0
192.168.8.1,192.168.3.176,105,data_exfil,Single user charlie at 192.168.8.1 suspicious activity standalone,0
192.168.5.101,192.168.5.76,3,data_exfil,Multiple data_exfil attacks: 192.168.5.101 -> 192.168.5.76 with common pattern,1
192.168.9.26,192.168.9.1,1,data_exfil,Alert streak: data_exfil detected at 192.168.9.26 and 192.168.9.1 in 5-min window,1
192.168.5.126,192.168.1.76,74,data_exfil,Isolated data_exfil from 192.168.5.126 not related to other activity,0
192.168.2.126,192.168.9.151,40,data_exfil,Unique threat pattern at 192.168.2.126 no correlation,0
192.168.2.201,192.168.4.126,67,data_exfil,Single user user1 at 192.168.2.201 suspicious activity standalone,0
192.168.7.226,192.168.7.201,4,data_exfil,"alice at 192.168.7.226 attempted data access, then david at 192.168.7.201 accessed same resource",1
