alert1_ip,alert2_ip,time_diff_minutes,threat_type,correlation_text,should_correlate
192.168.5.76,192.168.5.51,2,brute_force,Correlated threat: brute_force activity from 192.168.5.76 and 192.168.5.51 same source network,1
192.168.8.1,192.168.1.126,69,brute_force,brute_force attack from 192.168.8.1 unrelated to other incidents,0
192.168.6.126,192.168.2.26,30,brute_force,Unique threat pattern at 192.168.6.126 no correlation,0
192.168.2.176,192.168.2.176,4,brute_force,"bob at 192.168.2.176 attempted data access, then charlie at 192.168.2.176 accessed same resource",1
192.168.3.226,192.168.3.1,5,brute_force,Correlated threat: brute_force activity from 192.168.3.226 and 192.168.3.1 same source network,1
192.168.2.176,192.168.7.201,101,brute_force,Unique threat pattern at 192.168.2.176 no correlation,0
192.168.4.76,192.168.7.176,93,brute_force,Isolated brute_force from 192.168.4.76 not related to other activity,0
192.168.3.126,192.168.3.226,2,brute_force,Correlated threat: brute_force activity from 192.168.3.126 and 192.168.3.226 same source network,1
192.168.8.201,192.168.1.51,99,brute_force,Single point brute_force detection at 192.168.8.201 independent,0
192.168.6.1,192.168.6.201,3,brute_force,Alert streak: brute_force detected at 192.168.6.1 and 192.168.6.201 in 5-min window,1
192.168.9.176,192.168.6.76,102,brute_force,Single point brute_force detection at 192.168.9.176 independent,0
192.168.8.26,192.168.8.176,1,brute_force,Multiple brute_force attacks: 192.168.8.26 -> 192.168.8.176 with common pattern,1
192.168.1.76,192.168.1.151,5,brute_force,Alert streak: brute_force detected at 192.168.1.76 and 192.168.1.151 in 5-min window,1
192.168.6.76,192.168.6.201,1,brute_force,Alert streak: brute_force detected at 192.168.6.76 and 192.168.6.201 in 5-min window,1
192.168.2.26,192.168.2.51,3,brute_force,Alert streak: brute_force detected at 192.168.2.26 and 192.168.2.51 in 5-min window,1
192.168.6.176,192.168.9.151,102,brute_force,brute_force attack from 192.168.6.176 unrelated to other incidents,0
192.168.9.176,192.168.3.176,62,brute_force,Single user eve at 192.168.9.176 suspicious activity standalone,0
192.168.6.201,192.168.2.51,54,brute_force,Single point brute_force detection at 192.168.6.201 independent,0
192.168.3.76,192.168.2.201,36,brute_force,Single user charlie at 192.168.3.76 suspicious activity standalone,0
192.168.1.176,192.168.8.76,46,brute_force,Single point brute_force detection at 192.168.1.176 independent,0
192.168.2.76,192.168.2.126,5,brute_force,Correlated threat: brute_force activity from 192.168.2.76 and 192.168.2.126 same source network,1
192.168.4.26,192.168.6.51,39,brute_force,Single point brute_force detection at 192.168.4.26 independent,0
192.168.4.76,192.168.4.51,4,brute_force,Correlated threat: brute_force activity from 192.168.4.76 and 192.168.4.51 same source network,1
192.168.2.76,192.168.4.51,97,brute_force,Single point brute_force detection at 192.168.2.76 independent,0
192.168.1.26,192.168.2.51,54,brute_force,Isolated brute_force from 192.168.1.26 not related to other activity,0
192.168.6.226,192.168.7.201,48,brute_force,brute_force attack from 192.168.6.226 unrelated to other incidents,0
192.168.9.101,192.168.6.101,113,brute_force,Single user david at 192.168.9.101 suspicious activity standalone,0
192.168.7.126,192.168.7.26,1,brute_force,Failed login from 192.168.7.126 followed by failed login from 192.168.7.26 within 2 minutes,1
192.168.8.151,192.168.9.76,109,brute_force,Unique threat pattern at 192.168.8.151 no correlation,0
192.168.1.201,192.168.1.226,1,brute_force,Correlated threat: brute_force activity from 192.168.1.201 and 192.168.1.226 same source network,1
192.168.6.51,192.168.6.226,1,brute_force,Multiple brute_force attacks: 192.168.6.51 -> 192.168.6.226 with common pattern,1
192.168.2.226,192.168.8.151,70,brute_force,Single point brute_force detection at 192.168.2.226 independent,0
192.168.5.51,192.168.7.26,38,brute_force,Unique threat pattern at 192.168.5.51 no correlation,0
192.168.1.201,192.168.1.201,2,brute_force,Failed login from 192.168.1.201 followed by failed login from 192.168.1.201 within 2 minutes,1
192.168.9.201,192.168.9.176,5,brute_force,Correlated threat: brute_force activity from 192.168.9.201 and 192.168.9.176 same source network,1
192.168.3.126,192.168.9.51,61,brute_force,Single point brute_force detection at 192.168.3.126 independent,0
192.168.7.26,192.168.3.126,49,brute_force,brute_force attack from 192.168.7.26 unrelated to other incidents,0
192.168.3.26,192.168.3.226,1,brute_force,Alert streak: brute_force detected at 192.168.3.26 and 192.168.3.226 in 5-min window,1
